name,url
Affix-SP-Sao-Cristovao-Manual-Corretor-09-25.pdf,https://www.affix.com.br/.../Affix-SP-Sao-Cristovao-Manual-Corretor-09-25.pdf
Affix-ES-Manual-Corretor-Sao-Bernardo-Samp-Linha-Samp-10-25B.pdf,https://www.affix.com.br/.../Affix-ES-Manual-Corretor-Sao-Bernardo-Samp-Linha-Samp-10-25B.pdf
